datetime_utc,Qh,Qle,Qtau,Ustar,Rho_air,Wind_vel,Wind_W_std,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-12-04 00:30:00,-43.70866307432334,-0.8168185968,0.0612008836102168,0.2204444,1.260466,1.227902,0.4587245,0.03223077349774751,1,1,1,1
2023-12-04 01:00:00,-2.79532428977193,-0.0672985336499999,0.0439251426903704,0.1864681,1.264457,3.176025,0.4037942,0.0034469998671432076,1,1,1,1
2023-12-04 01:30:00,0.2692354203082491,0.0874330592399999,0.0659344959013711,0.2287361,1.261363,2.971186,0.3341742,0.005926656323194577,1,1,1,1
2023-12-04 02:00:00,-1.2672237266554616,2.4221977417,0.026568846704935,0.1453127,1.259406,1.924941,0.2250347,0.005698654130069456,1,1,1,1
2023-12-04 02:30:00,17.259972034763052,9.955042925,0.0674459026887124,0.2316099,1.258471,0.9039565,0.2903865,0.06564764849201049,1,1,1,1
2023-12-04 03:00:00,60.92754075541161,-1.6538177626,0.0280754351890588,0.1496818,1.254255,0.8151061,0.3486615,0.033721719201089594,1,1,1,1
2023-12-04 03:30:00,50.68310786376826,5.402602677,0.0486379222058583,0.1973348,1.250155,0.8290998,0.3465708,0.05664919449688983,1,1,1,1
2023-12-04 04:00:00,-18.374620682960224,6.271485091,0.0824649237953875,0.2576754,1.243155,0.9807019,0.379307,0.06903540617326662,1,1,1,1
2023-12-04 04:30:00,73.48267485733884,16.964340523,0.036344146521323,0.1714458,1.237563,0.9646413,0.3857131,0.03158799039416617,1,1,0,1
2023-12-04 05:00:00,129.99914064469465,15.876665627,0.1468442162285415,0.3448372,1.23593,0.2068499,0.4927658,2.7791858477021973,0,1,0,1
2023-12-04 05:30:00,-1.6450339423533238,-3.282554997,0.2251768044637221,0.4279522,1.230569,0.8534719,0.4250606,0.2514270923637044,1,1,1,1
2023-12-04 06:00:00,-14.356809543159232,10.886345297,0.3118823103613397,0.5040601,1.228482,0.7726548,0.5297852,0.42559216939368905,1,1,1,1
2023-12-04 06:30:00,6.330846767281381,9.101066471,0.0475993152328082,0.1971287,1.225901,1.546609,0.3943735,0.016245708248032568,1,1,1,1
2023-12-04 07:00:00,-16.67896182743238,6.034207717999999,0.0632995550169875,0.2272621,1.226642,0.9086406,0.429594,0.06255611287768657,1,1,1,1
2023-12-04 07:30:00,-3.252465267700903,2.4259877571,0.0137800911849127,0.1060141,1.227152,1.28645,0.304664,0.006791120537658698,1,1,1,1
2023-12-04 08:00:00,-11.515737303248663,-0.4473023493999999,0.0188701900533353,0.124199,1.224386,1.902765,0.1795796,0.00426055219009931,1,1,1,1
2023-12-04 08:30:00,1.2019811851533746,2.2824298569000003,0.0178270960421446,0.120749,1.223648,2.300017,0.1533721,0.002756163604576482,1,1,1,1
2023-12-04 09:00:00,-5.253722518902304,0.9063231343,0.0196042624910591,0.126709,1.222005,2.092592,0.06188607,0.003666450326694417,1,1,1,1
2023-12-04 09:30:00,0.1897482746947059,-1.3205247487000005,0.0026387499160734,0.0464945,1.22153,2.26972,0.03571775,0.0004196223333000253,1,1,1,1
2023-12-04 10:00:00,-2.2442967417600466,0.3547375883,0.0116786369416849,0.09778717,1.222263,1.303725,0.09316558,0.005625896888996125,1,1,1,1
2023-12-04 10:30:00,-1.0562483464979115,-1.1649025247,0.0070837772896158,0.076149,1.222582,1.008762,0.1426164,0.00569837440859395,1,1,1,1
2023-12-04 11:00:00,-0.3664007945649922,-1.3771816524,0.0208571803798074,0.1306959,1.221961,1.779919,0.0986204,0.005391671816664655,1,1,1,1
2023-12-04 11:30:00,-3.9814520125387793,0.7973545643,0.0036676955819458,0.05479851,1.222289,1.84576,0.14268,0.0008814284005847359,1,1,1,1
